45	52	59	49	52	65	59	75	51	39	52	59	57	68	67	59	57	69	47	41	49	58	57	55	58	50	65	58	54	55	68	55	42	57	55	57	55	43	56	41	52	58	53	61	66	40	55	56	53	58	43	56	57	59	53	45	36	45	63	54	49	61	40	73	64	53	73	63	71	62	59	54	51	54	62	70	62	58	51	56	49	71	59	51	65	51	62	59	51	64	55	68	61	40	62	58	57	60	58	48	67	57	52	56	48	62	62	57	61	54	55	46	59	50	55	68	59	71	50	53	52	41	39	57	54	57	46	55	37	62
57	51	50	53	51	52	61	55	54	50	38	63	53	45	67	54	47	58	66	52	51	65	54	49	46	55	38	57	74	59	54	61	59	55	46	58	63	49	47	51	48	49	68	63	58	75	74	53	60	48	50	53	58	50	69	56	58	51	64	50	56	47	51	65	48	68	64	40	70	60	59	59	58	61	56	54	69	65	51	70	66	54	44	67	58	60	52	64	59	58	59	58	53	53	58	69	54	50	53	58	56	49	61	55	56	57	62	62	67	54	65	58	59	57	62	51	54	59	61	51	47	58	54	56	57	33	51	48	59	65
60	63	52	50	59	45	56	66	37	54	48	48	69	61	55	48	48	61	61	43	69	51	55	63	60	59	68	50	68	76	66	58	53	57	59	47	62	63	49	46	64	49	50	73	60	65	57	69	69	60	54	53	49	53	53	66	51	59	52	51	59	45	68	56	55	46	59	55	48	52	49	51	54	59	48	68	60	64	53	61	53	59	57	58	62	45	57	54	67	52	49	46	60	56	47	51	56	69	60	72	48	48	58	58	59	53	60	43	63	50	60	69	54	56	57	66	49	44	54	40	52	64	51	51	54	48	53	45	54	59
63	57	63	62	48	53	67	55	50	47	57	70	61	58	61	55	71	43	42	53	74	71	43	55	29	65	66	56	49	50	67	69	52	58	53	48	54	46	63	66	51	65	59	55	45	61	62	62	62	56	60	49	48	67	64	56	55	50	54	56	52	46	54	62	63	65	68	59	74	58	64	58	44	62	73	55	69	57	60	43	47	45	59	71	45	59	51	52	55	52	49	57	60	50	45	57	35	59	62	54	53	56	56	46	52	49	61	63	53	52	51	53	57	68	49	45	63	63	46	46	53	45	59	53	53	51	54	45	55	50
54	53	49	70	54	57	49	52	42	44	65	50	59	64	52	53	59	65	63	68	54	71	63	42	68	65	65	53	49	62	50	46	71	46	61	60	57	46	36	43	54	44	64	43	50	54	53	47	55	62	50	60	45	74	46	60	48	63	56	51	58	59	51	53	64	61	56	54	65	46	72	63	48	61	64	55	57	69	48	42	56	40	51	70	54	66	54	51	55	56	53	59	51	49	56	53	67	64	65	60	61	57	43	53	46	51	48	53	44	61	42	66	59	51	54	52	71	50	54	53	48	47	56	50	49	65	62	62	58	67
63	56	61	54	57	54	49	57	51	50	49	51	70	48	46	58	62	66	53	41	53	49	62	66	57	55	62	54	49	58	59	40	60	60	47	48	58	54	45	73	59	37	47	71	57	43	59	55	49	53	46	48	69	52	53	45	58	53	40	59	61	49	57	55	53	63	49	62	53	50	42	48	63	58	33	59	60	58	69	53	55	53	52	63	65	57	49	47	65	62	51	57	63	51	65	56	62	62	62	48	45	56	57	56	42	42	44	40	49	56	43	44	52	40	60	59	59	47	51	55	59	50	47	53	56	50	57	67	45	63
63	53	55	61	51	47	57	53	66	71	52	49	69	61	75	55	75	74	71	56	57	50	65	64	54	63	54	59	63	52	50	55	64	57	62	60	64	75	57	61	58	62	59	53	50	57	44	56	49	56	52	53	52	52	63	51	66	54	55	48	53	57	54	60	64	56	54	56	61	54	53	60	66	61	53	52	61	62	56	59	52	53	51	57	68	56	59	48	45	64	56	62	52	71	61	56	45	51	61	58	54	65	48	46	39	54	55	56	56	54	58	54	61	49	55	71	55	35	48	67	54	61	62	54	41	49	60	51	59	69
71	57	66	43	54	44	48	56	40	57	51	57	66	54	51	55	64	60	58	52	52	63	59	51	62	61	45	62	64	49	52	63	46	55	64	58	54	64	52	47	48	56	60	53	59	55	62	51	38	52	53	63	63	48	54	44	65	66	63	64	61	58	55	60	47	54	59	63	62	62	68	59	49	47	41	55	66	60	59	56	41	57	57	75	71	51	65	49	62	59	53	49	62	54	69	53	64	57	51	48	53	63	44	49	62	78	67	56	54	50	53	57	43	53	52	49	49	36	51	48	63	45	54	63	49	56	52	52	56	55
65	53	55	51	72	60	76	59	54	56	70	60	63	58	68	67	57	64	64	62	44	49	54	63	38	55	62	50	57	63	59	45	76	49	73	63	51	42	53	54	50	53	47	53	54	51	46	69	59	59	42	63	50	61	63	63	73	61	67	55	67	51	43	57	42	57	55	53	60	71	59	49	82	54	48	55	52	56	53	45	59	67	65	68	64	66	48	72	45	68	59	52	64	39	59	57	66	60	64	52	66	64	60	62	66	55	54	60	62	38	43	44	56	55	52	46	59	64	55	55	44	62	56	60	55	48	74	47	55	65
69	48	47	45	52	55	70	55	49	55	68	56	52	61	48	52	55	63	62	55	65	58	58	55	64	53	74	50	56	50	70	46	57	54	49	56	67	54	57	58	52	58	48	53	55	39	43	50	54	54	63	66	60	56	51	66	53	41	60	56	46	50	69	62	52	62	55	65	60	57	47	62	54	58	48	53	59	66	53	52	51	57	64	53	59	75	59	49	65	47	46	70	58	59	61	66	63	49	60	62	64	62	52	65	51	45	55	60	58	63	45	44	54	49	69	62	50	53	47	50	61	60	56	56	45	48	53	59	60	55
67	49	45	60	40	54	56	50	67	53	40	58	63	64	50	50	55	50	47	51	61	49	58	48	48	58	52	45	58	44	54	55	49	65	57	53	59	70	61	67	57	49	60	50	74	61	55	58	63	57	52	49	54	62	45	60	51	65	62	57	70	66	52	59	52	62	60	62	61	55	47	72	51	58	61	61	59	62	48	51	67	51	72	50	46	61	62	57	50	49	52	50	56	53	43	64	46	64	55	53	54	55	44	63	63	59	48	47	52	52	45	68	56	44	53	71	49	39	56	57	56	45	63	57	54	59	49	43	54	51
67	48	58	43	64	63	56	52	54	55	63	47	59	45	63	49	67	48	58	63	52	53	67	47	65	65	62	52	49	63	44	56	46	54	62	58	56	49	61	69	59	57	63	55	59	48	58	58	39	48	53	56	58	63	55	53	60	69	54	60	54	44	60	56	47	58	63	77	65	49	56	64	66	70	61	54	66	53	59	59	59	52	62	73	59	54	61	55	50	57	69	43	53	51	58	66	47	56	54	59	43	46	57	65	68	58	69	53	45	56	65	50	61	43	52	52	50	44	49	66	64	55	60	55	58	57	61	56	50	62
57	61	54	58	68	51	55	68	52	49	45	66	56	47	53	57	67	67	55	52	53	60	61	50	57	57	59	46	51	65	41	60	49	50	60	54	45	68	72	55	54	57	65	65	45	54	54	57	62	47	58	63	52	64	49	58	51	57	52	54	45	68	51	55	66	57	51	47	75	52	66	55	69	50	56	53	60	52	53	54	63	51	60	64	44	44	56	47	63	47	72	60	61	56	48	75	55	50	51	46	54	68	61	61	57	52	64	55	52	45	51	57	64	70	49	48	55	58	44	51	52	51	41	45	41	56	62	53	55	60
50	46	66	58	51	55	68	54	61	36	63	69	64	63	66	48	54	47	45	46	53	51	52	64	58	47	74	59	63	52	66	51	48	51	57	56	54	68	53	67	74	57	48	57	64	60	60	57	53	55	56	55	65	67	43	56	44	72	46	50	45	60	68	54	62	39	49	53	53	58	54	63	55	46	59	49	49	40	47	56	46	67	63	56	56	61	51	43	59	42	44	64	48	48	44	50	56	54	56	47	70	67	64	58	67	53	46	45	45	66	64	59	58	54	63	52	45	59	63	52	55	44	69	57	45	58	57	69	64	50
48	59	53	71	50	51	62	50	72	43	54	53	65	60	46	63	69	45	67	55	62	52	59	44	53	46	53	50	62	63	50	58	61	51	54	58	51	58	54	60	54	49	67	61	66	58	58	61	62	52	58	65	56	52	54	63	60	52	63	60	58	63	55	59	56	45	62	46	60	56	48	76	68	63	60	68	62	49	45	66	52	71	43	49	51	55	46	54	66	66	48	56	67	43	56	53	56	57	57	65	60	43	65	56	61	54	59	57	54	57	53	40	47	51	43	58	59	48	44	72	66	50	59	66	48	50	60	55	59	49
56	42	52	54	55	57	47	52	60	60	59	44	54	53	60	57	53	67	63	59	63	56	47	51	49	46	55	63	59	53	58	68	55	55	61	57	45	41	62	67	69	58	52	56	56	64	61	52	51	65	55	63	56	59	59	55	68	56	59	52	45	51	51	55	47	64	58	47	70	45	57	60	57	54	55	49	53	55	61	45	54	61	63	54	63	59	49	43	58	53	61	50	52	56	56	55	60	61	49	61	48	61	63	59	47	67	48	51	55	43	52	50	54	58	59	58	57	57	55	66	60	58	53	63	59	59	53	47	59	48
49	62	53	56	54	61	62	64	52	53	60	42	47	60	48	59	46	57	53	52	71	57	59	61	48	57	52	60	62	53	52	61	50	47	68	57	52	59	61	61	44	67	52	63	57	61	52	79	64	52	50	70	59	53	50	57	67	44	60	61	61	55	40	75	48	56	50	56	58	56	58	54	42	58	53	49	60	64	63	58	66	61	59	70	56	50	59	52	65	58	70	52	60	57	53	65	57	60	56	56	67	54	64	63	63	50	56	60	43	52	60	49	64	50	59	60	55	47	63	44	61	72	50	63	51	46	56	48	73	68
58	70	60	51	71	58	51	45	62	61	67	51	48	57	56	50	54	47	54	52	51	52	58	42	55	56	47	59	67	51	59	63	55	58	59	45	55	65	59	66	65	49	66	61	43	71	50	52	46	56	53	55	50	64	49	59	70	66	53	64	48	54	49	47	55	62	54	52	58	57	58	51	56	65	58	51	50	44	51	60	49	71	65	81	51	66	65	36	62	39	58	63	50	54	53	58	55	50	55	54	68	51	51	66	53	57	59	57	51	51	61	58	72	63	60	55	66	60	63	66	58	44	62	57	46	44	46	62	58	53
71	68	55	62	63	60	39	53	67	52	65	49	55	59	58	55	59	64	61	55	68	57	54	70	64	62	66	43	67	55	57	69	57	47	62	51	52	62	62	38	64	48	52	54	59	56	51	60	55	40	59	63	46	48	49	54	66	49	51	47	53	55	56	53	61	67	67	56	61	52	59	47	56	51	55	47	54	46	60	51	47	60	52	55	50	50	58	56	54	64	50	55	50	55	59	60	58	62	53	44	50	51	56	47	56	54	54	64	56	52	58	69	57	60	54	66	58	51	54	68	70	44	61	54	51	49	62	46	47	48
